"Story","Title","Result","Date","Stability","Duration (s)"
"filtrar pelo preço 25,00 R$ - 38,00 R$","filtrar pelo preço 25,00 R$ - 38,00 R$","SUCCESS","2018-02-26T12:07:10.453-03:00","0.0","32.05"
