"Story","Title","Result","Date","Stability","Duration (s)"
"Entrar na seção Fale Conosco, enviar uma mensagem","escolher a seção T-shirts, aumentar a quantidade do item a seis","FAILURE","2018-02-27T10:31:11.837-03:00","0.0","12.88"
